2026-04-30T16:03:23.256849377Z [inf]  .../node_modules/ccxt postinstall:                           Thanks for installing ccxt 🙏                         [0m

2026-04-30T16:03:23.256994145Z [inf]  .../node_modules/ccxt postinstall: [90m                 Please consider donating to our open collective                [0m

2026-04-30T16:03:23.257092272Z [inf]  .../node_modules/ccxt postinstall: [90m                        to help us maintain this package.                       [0m

2026-04-30T16:03:23.257291981Z [inf]  .../node_modules/ccxt postinstall: [33m              👉 Donate: https://opencollective.com/ccxt/donate 🎉              [0m

2026-04-30T16:03:23.258286693Z [inf]  .../sharp@0.34.5/node_modules/sharp install: Done

2026-04-30T16:03:23.258701425Z [inf]  .../node_modules/ccxt postinstall: Done

2026-04-30T16:03:23.28074443Z [inf]  .../node_modules/@reown/appkit postinstall$ node scripts/appkit-version-check.js

2026-04-30T16:03:23.430279281Z [inf]  .../node_modules/@reown/appkit postinstall$ node scripts/appkit-version-check.js

2026-04-30T16:03:23.430924018Z [inf]  .../node_modules/@parcel/watcher install: Done

2026-04-30T16:03:23.562519477Z [inf]  .../node_modules/@reown/appkit postinstall: Checking project at: /app
.../node_modules/@reown/appkit postinstall: Found project: Bicrypto
.../node_modules/@reown/appkit postinstall: Found @reown/appkit packages: [ '@reown/appkit', '@reown/appkit-adapter-wagmi' ]
.../node_modules/@reown/appkit postinstall: Installed @reown/appkit packages and versions:
.../node_modules/@reown/appkit postinstall:   @reown/appkit: 1.8.15
.../node_modules/@reown/appkit postinstall:   @reown/appkit-adapter-wagmi: 1.8.15
.../node_modules/@reown/appkit postinstall: [32m✓ All @reown/appkit packages are in sync (1.8.15)[0m
.../node_modules/@reown/appkit postinstall: Done

2026-04-30T16:03:23.568653015Z [inf]  .../sharp@0.33.5/node_modules/sharp install$ node install/check

2026-04-30T16:03:23.713389921Z [inf]  .../node_modules/@reown/appkit postinstall: Checking project at: /app

2026-04-30T16:03:23.713419536Z [inf]  .../node_modules/@reown/appkit postinstall: Found project: Bicrypto

2026-04-30T16:03:23.713506116Z [inf]  .../node_modules/@reown/appkit postinstall: Found @reown/appkit packages: [ '@reown/appkit', '@reown/appkit-adapter-wagmi' ]
.../node_modules/@reown/appkit postinstall: Installed @reown/appkit packages and versions:

2026-04-30T16:03:23.713532025Z [inf]  .../node_modules/@reown/appkit postinstall:   @reown/appkit: 1.8.15

